intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3484000,0.034418714929265785,0.7495697074010327,0.034418714929265785,0.030083450167454142,2.9623995407577497,2.0,2.4853228369484364,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428875.1 Xylophilus sp. ASV27 strain=ASV27, ASM1642887v1",f85162e548135bd23c305040ecaffc78,0.7495697074010327,3484000,0,25082000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8970152520442473,0.9907445187291397,0.9438798853866934,0.9907445187291397,False,10321,10321,343079,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus;s__Xylophilus sp016428875
3234000,0.031948944914249586,0.740893470790378,0.031948944914249586,0.024694020910635744,2.6196660482374767,2.0,1.6903258185054963,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.740893470790378,3234000,1,21848000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8948632273186545,0.9903725011420498,0.9426178642303522,0.9903725011420498,False,8472,18793,343079,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
2866000,0.028313443452145735,0.5081560283687944,0.028313443452145735,0.025842444451569465,3.0935101186322402,3.0,1.9470430716938185,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003208655.1 Pedobacter nutrimenti strain=DSM 27372, ASM320865v1",90e8ff05ba9cc526d5d3b9ccb5958dd0,0.5081560283687944,2866000,2,18982000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8913828628294801,0.9783990783091426,0.9348909705693114,0.9783990783091426,False,8866,27659,343079,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter nutrimenti
2293000,0.0226527305777286,0.3187952834209405,0.022168655654785426,0.013498348776812337,2.0637254901960786,2.0,1.3060750782507151,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016919265.1 Variovorax sp. PDNC026 strain=PDNC026, ASM1691926v1",574730bfaa4d5bb5090b626938233b12,0.3257564995027703,2244000,3,16738000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8849920571374978,0.9644658926155009,0.9247289748764993,0.9644658926155009,False,4631,32290,343079,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Variovorax;s__Variovorax sp003019815
1827000,0.0180490792697384,0.2850614560352978,0.017871255828657236,0.009458462919619097,1.7938087341072415,2.0,1.0676639869672895,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_002205645.1 Roseateles aquatilis strain=CCUG 48205, ASM220564v1",26ad49a3488343dc23a339c46f91b26a,0.287897888433659,1809000,4,14929000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8785300368964556,0.9606298554945081,0.9195799461954819,0.9606298554945081,False,3245,35535,343079,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Mitsuaria;s__Mitsuaria aquatilis
1561000,0.015421243973761163,0.37618010167029775,0.01535209041334071,0.009341871697189277,2.0624195624195623,2.0,1.286236742022443,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_023401895.1 Proteobacteria bacterium, ASM2340189v1",8032d226c34445df18cf6335cc7972cd,0.37787460663277656,1554000,5,13375000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8740821249481022,0.9690943355835787,0.9215882302658405,0.9690943355835787,False,3205,38740,343079,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans
1426000,0.014087568165652414,0.32045197740112996,0.014008535525171896,0.007977754394760391,1.9301833568406206,2.0,1.1684885154198128,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429155.1 Pedobacter sp. ASV12 strain=ASV12, ASM1642915v1",8ea15f9c0e21bf88fa984f9c1e9dea06,0.3222598870056497,1418000,6,11957000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8715354025612181,0.9641301972728659,0.9178327999170419,0.9641301972728659,False,2737,41477,343079,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155
1204000,0.011894412392318027,0.18129365320376556,0.01179562159171738,0.005759606388033077,1.6549413735343383,1.0,1.4567568686820682,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.18281202550865472,1194000,7,10763000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8667907938756295,0.9466592916819269,0.9067250427787782,0.9466592916819269,False,1976,43453,343079,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
1174000,0.011598039990516083,0.39086971009663446,0.011588160910456018,0.008231340303545248,2.4075021312872975,2.0,1.5287006951044568,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017304125.1 Sphingomonadales bacterium, ASM1730412v1",0c90f3a3842f682e6f057b9a3fe4c6bd,0.3912029323558814,1173000,8,9590000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8660855516592229,0.9701785773833059,0.9181320645212644,0.9701785773833059,False,2824,46277,343079,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp017304125
1158000,0.011439974709555047,0.14804862444017913,0.011430095629494982,0.005409832720743619,1.6041486603284356,1.0,0.8339698391906682,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429255.1 Rhizobium sp. ASV8 strain=ASV8, ASM1642925v1",a49478a5e63eb276530fb93c8a2331a7,0.14817658349328214,1157000,9,8433000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA26_P1_M09_WK9_2.trim.fastq.gz,DNA26_P1_M09_WK9,604eb04e,101224000,31,DNA,1000,101224,True,0.8657022583583481,0.9402664801748992,0.9029843692666237,0.9402664801748992,False,1856,48133,343079,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp016429255
