intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3721000,0.03537879364113486,0.61130277640874,0.03537879364113486,0.022628890461281973,3.13705993012631,2.0,5.176022786667787,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_002483375.1 Delftia acidovorans, ASM248337v1",35e5e4e4fa881e76842bb8c40fdef1aa,0.61130277640874,3721000,0,40850000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8978116959089013,0.9842491403297456,0.9410304181193234,0.9842491403297456,False,11673,11673,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
3540000,0.03365786871529627,0.8109965635738832,0.03365786871529627,0.019141408756506315,2.789265536723164,2.0,1.811980850286954,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.8109965635738832,3540000,1,37310000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8963686623594777,0.9932649934066073,0.9448168278830424,0.9932649934066073,False,9874,21547,515845,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
3387000,0.032203164219974136,0.5757266700662927,0.032203164219974136,0.01522356521823416,2.31857100679067,2.0,1.63437226018902,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_900083755.1 Raoultella planticola strain=2880STDY5682802, 12082_2#12",c8f8718d0cdc84c5a152867aa4723fec,0.5757266700662927,3387000,2,33923000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8950920401335362,0.982347272116143,0.9387196561248397,0.982347272116143,False,7853,29400,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella planticola
3246000,0.030862554194873354,0.785524086177681,0.03085304632235491,0.15368763872868788,24.431124807395992,24.0,7.461825939173242,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_023401895.1 Proteobacteria bacterium, ASM2340189v1",8032d226c34445df18cf6335cc7972cd,0.7857661583151779,3245000,3,30678000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8938651300804806,0.9922528732901914,0.943059001685336,0.9922528732901914,False,79279,108679,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans
3095000,0.02942686544458812,0.4520327581164083,0.02938883395451434,0.013628124727389042,2.274344872209641,2.0,1.6372163477239905,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_013407925.2 Pseudomonas protegens strain=H1F5C, ASM1340792v2",c61fec04b32dbdf4801cbdf9e64ddfb8,0.45261772448084236,3091000,4,27587000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8924926439278759,0.9747529682635949,0.9336228060957354,0.9747529682635949,False,7030,115709,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
2743000,0.02608009431809538,0.6198870056497175,0.02608009431809538,0.01511500547645126,2.8425082026977764,2.0,1.9437930926810947,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429155.1 Pedobacter sp. ASV12 strain=ASV12, ASM1642915v1",8ea15f9c0e21bf88fa984f9c1e9dea06,0.6198870056497175,2743000,5,24844000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8890234131865604,0.9846919880075569,0.9368577005970586,0.9846919880075569,False,7797,123506,515845,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155
2047000,0.019462615045257474,0.3352989352989353,0.019462615045257474,0.009039537070243969,2.277967757694187,2.0,1.4867656436297143,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_013823325.1 Methylobacterium sp., ASM1382332v1",f3ae498999dd8cb260bb75399301f42a,0.3352989352989353,2047000,6,22797000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8806694714209496,0.9653645806701333,0.9230170260455415,0.9653645806701333,False,4663,128169,515845,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp013823325
1930000,0.018350193960599375,0.28011041696934474,0.018331178215562485,0.014597408136164933,3.9056016597510372,3.0,2.7583163107900965,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016919365.1 Sphingobacterium siyangense strain=PDNC006, ASM1691936v1",66c2c1e2c10872d77cf97c8303222119,0.2804009879413047,1928000,7,20869000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8789990553797055,0.9598125776669022,0.9194058165233039,0.9598125776669022,False,7530,135699,515845,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
1855000,0.01763710352171598,0.28059520194351656,0.017570548414086864,0.006604697147398928,1.8436147186147187,1.0,4.213832910736993,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.281658062556939,1848000,8,19021000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8778759220030498,0.9599510828122693,0.9189135024076596,0.9599510828122693,False,3407,139106,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
1849000,0.01758005628660531,0.33521280465623865,0.017523009051494638,0.0056819393422442785,1.590341833966359,1.0,0.9848852525753565,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428815.1 Serratia sp. ASV30 strain=ASV30, ASM1642881v1",e5a07ef789dd06e9a4027ff8d8f0a2c1,0.3363041105856675,1843000,9,17178000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA10_P5_M06_WK1_2.trim.fastq.gz,DNA10_P5_M06_WK1,124aac59,105176000,31,DNA,1000,105176,True,0.8777841818631203,0.9654578008850557,0.921620991374088,0.9654578008850557,False,2931,142037,515845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola
