intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
6346000,0.03628960776801185,0.7311902292890886,0.03628960776801185,0.13464251734910215,25.489127009139615,25.0,12.379515461087834,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_024186905.1 Cupriavidus basilensis strain=SRS, ASM2418690v1",ff2cf5d8ed58c3e7d8bc4e4249b015da,0.7311902292890886,6346000,0,66169000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8985481692800168,0.9899514206131579,0.9442497949465873,0.9899514206131579,False,161754,161754,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus basilensis
4927000,0.02817505475464771,0.6754903305445069,0.028163617752514712,0.04876643867486738,11.895634517766497,12.0,6.200677155458079,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001020715.1 Pseudomonas fluorescens strain=AU11706, ASM102071v1",c6977b40133feb246e2dc2da1be2514c,0.6757646413386367,4925000,1,61244000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8912419859499967,0.9874373059704195,0.9393396459602081,0.9874373059704195,False,58586,220340,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
4309000,0.024641021095550435,0.9246987951807228,0.02457811758381893,0.01909670631343337,5.337831549557934,5.0,4.801346091259273,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428875.1 Xylophilus sp. ASV27 strain=ASV27, ASM1642887v1",f85162e548135bd23c305040ecaffc78,0.927065404475043,4298000,2,56946000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8873971357221125,0.9975600408764516,0.9424785882992821,0.9975600408764516,False,22942,243282,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus;s__Xylophilus sp016428875
4285000,0.024503777069954425,0.8191204588910134,0.024498058568887923,0.09997178195693378,28.035014005602243,27.0,11.02408817323037,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_900446875.1 Citrobacter freundii strain=NCTC6266, 52347_A01",bab7438ab057232707c7ec81d016b093,0.8193116634799236,4284000,3,52662000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.887237266735252,0.9935918869962835,0.9404145768657678,0.9935918869962835,False,120102,363384,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii
4267000,0.024400844050757417,0.9775486827033218,0.024400844050757417,0.18526518717552373,52.160768689946096,51.0,16.243242092680827,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.9775486827033218,4267000,4,48395000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8871167953109829,0.9992677783637198,0.9431922868373513,0.9992677783637198,False,222570,585954,1201359,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
3910000,0.022359339170016757,0.704245709123758,0.02229071715721875,0.011562738531945905,3.563622370446383,3.0,2.3432227992114414,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_017829775.1 Serratia fonticola strain=S62-1, ASM1782977v1",4c7d549847d1639ece2d3cc0c96b2fb4,0.7064137308039747,3898000,5,44497000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8846199732019523,0.9888511882626474,0.9367355807322999,0.9888511882626474,False,13891,599845,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola
3640000,0.020815343882061636,0.5511691466747647,0.02075815887139663,0.007077817704782667,2.3424242424242423,2.0,1.894996068864023,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.5526875189796538,3630000,6,40867000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.882580462554245,0.9810539533068987,0.9318172079305719,0.9810539533068987,False,8503,608348,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
3441000,0.019677362169828044,0.4858084862385321,0.019380000114370022,0.008167417066838472,2.8952493360873413,2.0,2.093549332874675,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016027775.1 Delftia acidovorans strain=FDAARGOS_891, ASM1602777v1",859536f9de7e15e54103da181c6e4cb3,0.4932626146788991,3389000,7,37478000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.880981266501415,0.9774606813581155,0.9292209739297652,0.9774606813581155,False,9812,618160,1201359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
3232000,0.01848219544692945,0.7303954802259887,0.01848219544692945,0.01673271686481726,6.219678217821782,6.0,3.185966116341483,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429155.1 Pedobacter sp. ASV12 strain=ASV12, ASM1642915v1",8ea15f9c0e21bf88fa984f9c1e9dea06,0.7303954802259887,3232000,8,34246000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8792023180873216,0.9899166925672773,0.9345595053272995,0.9899166925672773,False,20102,638262,1201359,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155
3077000,0.01759582778162188,0.493652579141893,0.01756723527628938,0.005268200429680054,2.0602213541666665,2.0,1.3333975061232364,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429005.1 Pedobacter sp. ASV19 strain=ASV19, ASM1642900v1",2794c608b3395607556af06b68bcb479,0.49445605013659005,3072000,9,31174000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA3_P13_M01_WK1_2.trim.fastq.gz,DNA3_P13_M01_WK1,b9b0e3d4,174871000,31,DNA,1000,174871,True,0.8778095734711002,0.977536880558433,0.9276732270147666,0.977536880558433,False,6329,644591,1201359,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429005
