intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4604000,0.034202765045427866,0.9905335628227194,0.034202765045427866,0.1377141812886701,10.311902693310165,10.0,7.922245233110213,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428875.1 Xylophilus sp. ASV27 strain=ASV27, ASM1642887v1",f85162e548135bd23c305040ecaffc78,0.9905335628227194,4604000,0,39417000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8968331485117333,0.99969322355939,0.9482631860355617,0.99969322355939,False,47476,47476,344743,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus;s__Xylophilus sp016428875
4103000,0.030480874235749467,0.7386138613861386,0.030480874235749467,0.03085776941083648,2.592737021691445,2.0,1.783318562294748,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429065.1 Pedobacter sp. ASV17 strain=ASV17, ASM1642906v1",f0ef73ff9c535b91c9776aab04acba60,0.7386138613861386,4103000,1,35314000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8935063816177605,0.9902740572101608,0.9418902194139607,0.9902740572101608,False,10638,58114,344743,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429065
3800000,0.028229910332890074,0.564283568639231,0.02791046661070211,0.043765935784047826,4.015970188980569,4.0,2.544103485884327,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_000018665.1 Delftia acidovorans SPH-1 strain=SPH-1, ASM1866v1",2dc41621472bcb21e0d78bdd26abd3aa,0.5707419645539201,3757000,2,31557000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8912979077528159,0.982071752515806,0.9366848301343109,0.982071752515806,False,15088,73202,344743,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
3218000,0.023906276697694805,0.7785039941902687,0.02389141885015118,0.06226377330359137,6.674440298507463,6.0,3.39199649675496,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_023401895.1 Proteobacteria bacterium, ASM2340189v1",8032d226c34445df18cf6335cc7972cd,0.7789881384652626,3216000,3,28341000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8865310144966356,0.991975611908457,0.9392533132025462,0.991975611908457,False,21465,94667,344743,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans
2498000,0.018557451581989317,0.5636158192090396,0.018527735886902066,0.01782777315275437,2.4643143544506816,2.0,1.5769902176520352,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429155.1 Pedobacter sp. ASV12 strain=ASV12, ASM1642915v1",8ea15f9c0e21bf88fa984f9c1e9dea06,0.5645197740112994,2494000,4,25847000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.879317573481243,0.981724547178213,0.930521060329728,0.981724547178213,False,6146,100813,344743,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155
1769000,0.013141766152337512,0.2719581602830334,0.013134337228565697,0.007808715477906731,1.5226244343891402,1.0,0.8571944077136938,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_001302245.1 Chitinophagaceae bacterium PMP191F strain=PMP191F, ASM130224v1",7e3040820a2294bca9d5bdcd813cdf0e,0.27211198277188126,1768000,5,24079000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8695837407035353,0.9588839596999015,0.9142338502017184,0.9588839596999015,False,2692,103505,344743,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__PMP191F;s__PMP191F sp001302245
1756000,0.01304519014330394,0.29587194608256107,0.01304519014330394,0.007750701247015893,1.5216400911161732,1.0,0.9187299581864303,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429105.1 Flavobacterium sp. ASV13 strain=ASV13, ASM1642910v1",16517ade4026d2d2a99323eb07430c7c,0.29587194608256107,1756000,6,22323000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8693768627330153,0.9614768498307988,0.915426856281907,0.9614768498307988,False,2672,106177,344743,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium chilense
1749000,0.012993187676901247,0.29866803278688525,0.012993187676901247,0.009006709345802525,1.7753001715265866,1.0,1.1201907477163284,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_018831735.1 Pimelobacter sp. 30-1 strain=30-1, ASM1883173v1",59bf3016a7469b7f169e794546d11d47,0.29866803278688525,1749000,7,20574000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8692648521659124,0.9617686232969381,0.9155167377314253,0.9617686232969381,False,3105,109282,344743,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp018831735
1372000,0.01019248341492768,0.35488877392653906,0.01019248341492768,0.007489637208007124,1.8819241982507289,2.0,1.184469385857026,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_014717515.1 Acinetobacter seifertii strain=AS79, ASM1471751v1",1b68a5b6805a5cf0edfa70a42b72e3e9,0.35488877392653906,1372000,8,19202000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8624838430756967,0.9671344360040545,0.9148091395398756,0.9671344360040545,False,2582,111864,344743,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter seifertii
1194000,0.008870134983544933,0.17992711812936532,0.008803274669598616,0.005279295011066215,1.5358649789029535,1.0,1.33398477916804,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.18129365320376556,1185000,9,18017000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA25_P19_M09_WK9_2.trim.fastq.gz,DNA25_P19_M09_WK9,ae6ac095,134609000,31,DNA,1000,134609,True,0.8586263276873638,0.9464046339176868,0.9025154808025253,0.9464046339176868,False,1820,113684,344743,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
