intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
6177000,0.049130258417046456,0.711717939854822,0.049130258417046456,0.06723267907122316,8.48551076574389,8.0,5.184080331195419,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_024186905.1 Cupriavidus basilensis strain=SRS, ASM2418690v1",ff2cf5d8ed58c3e7d8bc4e4249b015da,0.711717939854822,6177000,0,53564000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.9073721664109881,0.9890898362322217,0.9482310013216049,0.9890898362322217,False,52415,52415,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus basilensis
4617000,0.03672242239137178,0.6329721574543958,0.036706514909287585,0.030058773277783907,5.077789815817985,5.0,3.2884799564330045,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001020715.1 Pseudomonas fluorescens strain=AU11706, ASM102071v1",c6977b40133feb246e2dc2da1be2514c,0.6332464682485256,4615000,1,48949000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8988918896778322,0.9853695143488739,0.942130702013353,0.9853695143488739,False,23434,75849,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
4605000,0.03662697749886659,0.9883820998278829,0.0365394863474035,0.05818964964353789,9.87483674357858,9.0,7.315441161827117,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428875.1 Xylophilus sp. ASV27 strain=ASV27, ASM1642887v1",f85162e548135bd23c305040ecaffc78,0.9907487091222031,4594000,2,44355000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8988164301805526,0.9997002272039965,0.9492583286922746,0.9997002272039965,False,45365,121214,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus;s__Xylophilus sp016428875
4267000,0.03393861302663708,0.9775486827033218,0.03393861302663708,0.3034135191365895,55.43543473166159,54.0,16.9454449509603,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.9775486827033218,4267000,3,40088000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8966088786868912,0.9992677783637198,0.9479383285253056,0.9992677783637198,False,236543,357757,779606,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
4240000,0.0337238620185004,0.8105162523900573,0.0337159082774583,0.04235216250259747,7.789101203113942,7.0,4.552942904918008,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_900446875.1 Citrobacter freundii strain=NCTC6266, 52347_A01",bab7438ab057232707c7ec81d016b093,0.8107074569789675,4239000,4,35849000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8964253027881488,0.993253569428988,0.9448394361085684,0.993253569428988,False,33018,390775,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii
3109000,0.02472818089988626,0.5595302619692863,0.02463273600738107,0.011221052685587336,2.824669034549564,2.0,1.9690694534924147,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_017829775.1 Serratia fonticola strain=S62-1, ASM1782977v1",4c7d549847d1639ece2d3cc0c96b2fb4,0.5616982836495031,3097000,5,32752000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.887498217215253,0.9815658826487951,0.934532049932024,0.9815658826487951,False,8748,399523,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola
2979000,0.023694194564413372,0.45080473732159126,0.023614657153992382,0.008885257424904374,2.3331087908386663,2.0,1.6379586451927257,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.4523231096264804,2969000,6,29783000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8862762167855626,0.97473249473134,0.9305043557584514,0.97473249473134,False,6927,406450,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
2968000,0.02360670341295028,0.6737201365187714,0.023551027225655587,0.020990089865906624,5.526511313745356,5.0,3.805032699899608,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429115.1 Aquitalea sp. ASV15 strain=ASV15, ASM1642911v1",05a02e5d6bb4ca8a0a6dbe998cdab2c8,0.6753128555176336,2961000,7,26822000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8861704603691506,0.987416003719267,0.9367932320442087,0.987416003719267,False,16364,422814,779606,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea magnusonii
2795000,0.022230706212667126,0.45716625716625714,0.02219889124849873,0.014875462733739863,4.155141526334647,4.0,2.8575284612542733,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_013823325.1 Methylobacterium sp., ASM1382332v1",f3ae498999dd8cb260bb75399301f42a,0.45782145782145783,2791000,8,24031000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8844553465395671,0.9751124789195001,0.9297839127295336,0.9751124789195001,False,11597,434411,779606,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp013823325
2648000,0.021061506279478552,0.5984180790960452,0.021061506279478552,0.01088626819188154,3.205060422960725,3.0,2.0267892574794897,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429155.1 Pedobacter sp. ASV12 strain=ASV12, ASM1642915v1",8ea15f9c0e21bf88fa984f9c1e9dea06,0.5984180790960452,2648000,9,21383000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA1_P43_M01_WK1_2.trim.fastq.gz,DNA1_P43_M01_WK1,6a5ec42a,125727000,31,DNA,1000,125727,True,0.8829152411421246,0.9835730112574896,0.9332441261998071,0.9835730112574896,False,8487,442898,779606,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155
